"","Inbreeding_Coefficient","Value","Province_Name"
"458","Inbreeding.2","0.136842105263158","Bocas del Toro"
"459","Inbreeding.2","0.105263157894737","Bocas del Toro"
"460","Inbreeding.3","0.126315789473684","Bocas del Toro"
"461","Inbreeding.3","0.0736842105263158","Bocas del Toro"
"462","Inbreeding.3","0.136842105263158","Bocas del Toro"
"463","Inbreeding.3","0.105263157894737","Bocas del Toro"
"464","Inbreeding.3","0.147368421052632","Bocas del Toro"
"465","Inbreeding.3","0.126315789473684","Bocas del Toro"
"466","Inbreeding.3","0.0631578947368421","Bocas del Toro"
"467","Inbreeding.3","0.115789473684211","Bocas del Toro"
"468","Inbreeding.3","0.105263157894737","Bocas del Toro"
"469","Inbreeding.3","0.105263157894737","Bocas del Toro"
"470","Inbreeding.3","0.0736842105263158","Bocas del Toro"
"471","Inbreeding.3","0.0947368421052631","Bocas del Toro"
"472","Inbreeding.3","0.136842105263158","Bocas del Toro"
"473","Inbreeding.3","0.115789473684211","Bocas del Toro"
"474","Inbreeding.3","0.105263157894737","Bocas del Toro"
"475","Inbreeding.3","0.178947368421053","Bocas del Toro"
"476","Inbreeding.3","0.136842105263158","Bocas del Toro"
"477","Inbreeding.3","0.147368421052632","Bocas del Toro"
"478","Inbreeding.3","0.126315789473684","Bocas del Toro"
"479","Inbreeding.3","0.0736842105263158","Bocas del Toro"
"480","Inbreeding.3","0.115789473684211","Bocas del Toro"
"481","Inbreeding.3","0.0842105263157895","Bocas del Toro"
"482","Inbreeding.3","0.0947368421052631","Bocas del Toro"
"483","Inbreeding.3","0.126315789473684","Bocas del Toro"
"484","Inbreeding.3","0.178947368421053","Bocas del Toro"
"485","Inbreeding.3","0.0842105263157895","Bocas del Toro"
"486","Inbreeding.3","0.0736842105263158","Bocas del Toro"
"487","Inbreeding.3","0.0947368421052631","Bocas del Toro"
"488","Inbreeding.3","0.0736842105263158","Bocas del Toro"
"489","Inbreeding.3","0.105263157894737","Bocas del Toro"
"490","Inbreeding.3","0.147368421052632","Bocas del Toro"
"491","Inbreeding.3","0.0526315789473685","Bocas del Toro"
"492","Inbreeding.3","0.115789473684211","Bocas del Toro"
"493","Inbreeding.3","0.147368421052632","Bocas del Toro"
"494","Inbreeding.3","0.136842105263158","Bocas del Toro"
"495","Inbreeding.3","0.126315789473684","Bocas del Toro"
"496","Inbreeding.3","0.147368421052632","Bocas del Toro"
"497","Inbreeding.3","0.147368421052632","Bocas del Toro"
"498","Inbreeding.3","0.115789473684211","Bocas del Toro"
"499","Inbreeding.3","0.0842105263157895","Bocas del Toro"
